Name,Age,Gender,AreaOfLiving,ExtraCurricular,TenthMarks,TwelfthMarks,StudyHours,Attendance,PreviousCGPA,Performance
Amit,18.0,Male,Urban,Yes,83.0,90.0,3.5,68,7.8,Average
Amol,20.0,Male,Rural,Yes,87.0,89.0,4.4,69,7.0,Average
Saurabh,16.0,Male,Rural,No,81.0,89.0,1.2,70,7.1,Poor
Swanand,19.0,Male,Rural,No,97.0,98.0,4.7,59,7.8,Average
Rohit,18.0,Male,Rural,Yes,88.0,82.0,2.9,65,6.0,Average
Komal,18.0,Female,Urban,No,96.0,84.0,3.2,73,4.5,Poor
Swapnil,16.0,Male,Urban,No,89.0,77.0,4.4,47,10.0,Good
Sagar,17.0,Male,Urban,Yes,89.0,69.0,5.3,50,5.4,Poor
Kiran,16.0,Male,Urban,No,78.0,84.0,2.9,61,6.1,Average
Tejas,17.0,Male,Urban,No,79.0,91.0,2.4,49,6.9,Average
Rohit,20.0,Male,Urban,No,89.0,74.0,2.8,42,7.9,Average
Amit,18.0,Male,Urban,Yes,99.0,67.0,2.0,57,8.9,Average
Mrunal,16.0,Female,Rural,No,63.0,70.0,3.1,68,5.8,Poor
Siddhi,20.0,Female,Urban,No,68.0,71.0,3.0,70,5.4,Poor
Prachi,17.0,Female,Urban,No,72.0,87.0,1.0,58,5.8,Poor
Akash,16.0,Male,Urban,No,61.0,63.0,3.4,50,8.1,Average
Anjali,18.0,Female,Urban,Yes,97.0,66.0,2.6,56,5.4,Poor
Gaurav,16.0,Male,Urban,Yes,94.0,87.0,2.5,97,7.5,Average
Vaibhav,18.0,Male,Rural,Yes,65.0,66.0,0.5,97,5.5,Poor
Omkar,19.0,Male,Rural,Yes,88.0,80.0,2.7,48,8.4,Average
Snehal,16.0,Female,Urban,Yes,73.0,62.0,5.2,65,7.8,Average
Vaibhav,20.0,Male,Urban,Yes,73.0,97.0,3.9,79,8.6,Average
Komal,20.0,Female,Rural,Yes,63.0,83.0,4.2,74,7.0,Average
Amit,20.0,Male,Urban,No,67.0,90.0,2.7,84,5.5,Poor
Rutuja,17.0,Female,Rural,Yes,90.0,69.0,3.0,63,6.4,Average
Shruti,18.0,Female,Urban,Yes,79.0,90.0,2.6,67,7.8,Average
Gaurav,17.0,Male,Rural,No,68.0,99.0,3.1,81,10.0,Average
Prachi,20.0,Female,Urban,No,83.0,76.0,2.9,55,8.4,Average
Saurabh,16.0,Male,Urban,No,89.0,98.0,2.8,77,6.9,Average
Triveni,19.0,Female,Rural,Yes,70.0,63.0,3.4,67,7.2,Average
Kiran,16.0,Male,Rural,Yes,89.0,96.0,1.9,97,7.7,Poor
Saurabh,17.0,Male,Rural,No,64.0,69.0,3.1,88,9.0,Average
Gaurav,18.0,Male,Rural,No,84.0,92.0,4.1,68,4.8,Poor
Aishwarya,19.0,Female,Urban,No,80.0,90.0,1.0,78,8.5,Poor
Saurabh,16.0,Male,Urban,No,71.0,78.0,2.6,74,7.3,Average
Sahil,17.0,Male,Rural,No,73.0,92.0,1.4,98,5.3,Poor
Sanjana,17.0,Female,Rural,Yes,95.0,88.0,3.2,81,7.5,Average
Bhushan,19.0,Male,Urban,Yes,83.0,87.0,2.7,62,7.5,Average
Rutuja,19.0,Female,Rural,No,84.0,73.0,4.2,95,7.2,Average
Sahil,17.0,Male,Urban,No,87.0,62.0,2.3,45,5.9,Poor
Omkar,16.0,Male,Urban,No,81.0,65.0,4.3,61,10.0,Good
Rutuja,20.0,Female,Urban,No,77.0,81.0,1.7,78,7.1,Poor
Prathamesh,20.0,Male,Urban,Yes,98.0,73.0,2.3,88,7.6,Average
Snehal,20.0,Female,Urban,No,78.0,67.0,2.5,98,9.5,Average
Anjali,18.0,Female,Rural,Yes,92.0,99.0,1.4,71,6.2,Poor
Amol,17.0,Male,Urban,No,98.0,98.0,2.4,74,6.2,Average
Priya,20.0,Female,Urban,No,60.0,91.0,3.2,42,8.2,Average
Akash,16.0,Male,Rural,Yes,81.0,83.0,2.4,98,5.4,Poor
Tanvi,16.0,Female,Rural,Yes,96.0,68.0,2.8,99,6.8,Average
Sayali,19.0,Female,Urban,Yes,90.0,90.0,6.0,55,6.5,Average
Amol,18.0,Male,Urban,Yes,85.0,67.0,2.2,88,4.9,Poor
Swanand,20.0,Male,Rural,No,75.0,92.0,3.0,65,7.1,Average
Tejas,20.0,Male,Rural,No,79.0,85.0,4.0,75,7.3,Average
Saurabh,19.0,Male,Rural,No,100.0,82.0,2.8,89,7.2,Average
Swapnil,19.0,Male,Urban,No,68.0,60.0,6.4,78,7.3,Average
Sanket,17.0,Male,Urban,No,88.0,72.0,2.5,46,7.8,Average
Yash,20.0,Male,Urban,Yes,95.0,68.0,0.5,95,7.2,Poor
Akash,16.0,Male,Rural,No,60.0,78.0,3.0,69,6.1,Average
Rutu,16.0,Female,Urban,No,63.0,76.0,2.2,45,5.2,Poor
Saurabh,20.0,Male,Urban,Yes,82.0,87.0,4.4,61,6.4,Average
Amit,19.0,Male,Urban,Yes,78.0,81.0,2.5,51,6.1,Average
Siddhi,20.0,Female,Urban,No,77.0,63.0,1.7,47,5.6,Poor
Akash,16.0,Male,Urban,Yes,90.0,77.0,4.0,82,7.0,Average
Tejas,19.0,Male,Urban,Yes,79.0,81.0,4.0,85,6.2,Average
Tanvi,19.0,Female,Rural,No,95.0,83.0,2.6,52,7.2,Average
Rutuja,17.0,Female,Rural,Yes,79.0,82.0,4.7,43,7.1,Average
Triveni,19.0,Female,Rural,Yes,90.0,92.0,5.7,94,6.4,Average
Kiran,17.0,Male,Rural,No,67.0,84.0,2.6,86,5.9,Poor
Triveni,19.0,Female,Urban,No,82.0,83.0,5.5,63,7.7,Average
Sahil,18.0,Male,Rural,No,88.0,95.0,2.9,76,9.2,Average
Sayali,17.0,Female,Rural,No,76.0,75.0,4.6,98,9.3,Good
Kiran,19.0,Male,Urban,Yes,80.0,68.0,1.9,42,4.0,Poor
Gaurav,16.0,Male,Urban,No,90.0,90.0,3.4,75,5.8,Poor
Pooja,17.0,Female,Urban,Yes,77.0,89.0,3.2,53,9.2,Average
Yash,19.0,Male,Urban,No,85.0,84.0,3.7,77,5.8,Poor
Manasi,17.0,Female,Rural,No,86.0,72.0,1.9,45,7.1,Poor
Rohit,18.0,Male,Urban,No,66.0,63.0,2.9,90,5.6,Poor
Sahil,20.0,Male,Urban,Yes,75.0,79.0,2.7,71,7.3,Average
Swapnil,16.0,Male,Rural,Yes,72.0,82.0,1.6,73,8.7,Poor
Siddhi,20.0,Female,Rural,Yes,88.0,73.0,4.0,70,8.5,Good
Rohit,18.0,Male,Rural,No,63.0,68.0,2.4,88,6.7,Average
Pooja,19.0,Female,Rural,No,89.0,68.0,3.0,46,5.4,Poor
Triveni,17.0,Female,Urban,No,100.0,71.0,3.8,77,8.0,Average
Mayuri,16.0,Female,Rural,Yes,88.0,85.0,4.5,59,6.5,Average
Vaibhav,19.0,Male,Urban,Yes,95.0,71.0,2.7,84,7.7,Average
Mrunal,18.0,Female,Urban,No,63.0,98.0,1.0,52,8.1,Poor
Amol,18.0,Male,Rural,Yes,96.0,62.0,2.4,70,4.0,Poor
Vaibhav,20.0,Male,Urban,Yes,83.0,87.0,4.4,80,5.6,Poor
Bhushan,19.0,Male,Urban,Yes,94.0,87.0,0.9,59,7.7,Poor
Sayali,19.0,Female,Rural,Yes,78.0,60.0,3.4,51,7.4,Average
Tanvi,19.0,Female,Urban,Yes,79.0,81.0,3.6,64,7.0,Average
Tanvi,16.0,Female,Rural,Yes,68.0,95.0,5.1,67,7.1,Average
Kiran,17.0,Male,Urban,No,75.0,74.0,2.9,99,6.9,Average
Rutuja,17.0,Female,Rural,No,67.0,89.0,3.3,41,5.4,Poor
Neha,16.0,Female,Rural,No,81.0,81.0,2.3,49,7.0,Average
Mayuri,16.0,Female,Urban,No,60.0,91.0,0.5,51,8.5,Poor
Vaibhav,20.0,Male,Urban,Yes,70.0,99.0,2.9,96,7.7,Average
Nikita,17.0,Female,Urban,Yes,82.0,61.0,3.9,91,6.9,Average
Chaitanya,16.0,Male,Urban,No,90.0,67.0,2.3,100,7.1,Average
Chaitanya,18.0,Male,Urban,Yes,60.0,63.0,1.3,77,5.3,Poor
Priya,17.0,Female,Urban,Yes,63.0,92.0,4.0,65,6.0,Average
Mayuri,16.0,Female,Urban,Yes,86.0,78.0,3.0,85,7.9,Average
Rohit,20.0,Male,Rural,Yes,89.0,61.0,3.1,80,6.7,Average
Aishwarya,17.0,Female,Rural,No,89.0,90.0,0.5,67,7.6,Poor
Gaurav,19.0,Male,Urban,No,64.0,62.0,3.6,54,6.2,Average
Yash,20.0,Male,Urban,No,89.0,66.0,0.5,92,9.0,Poor
Aishwarya,18.0,Female,Rural,Yes,69.0,67.0,1.4,92,9.1,Poor
Mrunal,17.0,Female,Rural,No,81.0,85.0,1.8,98,5.1,Poor
Siddhi,18.0,Female,Rural,Yes,89.0,78.0,2.4,58,6.9,Average
Sagar,19.0,Male,Urban,No,88.0,76.0,3.0,90,5.3,Poor
Rutu,16.0,Female,Urban,Yes,79.0,65.0,2.3,88,8.3,Average
Shruti,20.0,Female,Urban,No,95.0,95.0,3.5,79,7.0,Average
Prathamesh,19.0,Male,Urban,Yes,82.0,83.0,3.6,95,8.1,Average
Rutuja,17.0,Female,Rural,Yes,98.0,63.0,4.1,69,6.5,Average
Yash,20.0,Male,Urban,Yes,67.0,98.0,0.8,73,7.7,Poor
Triveni,19.0,Female,Urban,No,70.0,61.0,6.4,55,7.4,Average
Mrunal,16.0,Female,Rural,No,68.0,87.0,2.9,80,6.8,Average
Sahil,18.0,Male,Urban,Yes,82.0,76.0,5.1,79,4.0,Poor
Sahil,20.0,Male,Urban,No,68.0,78.0,3.1,61,4.0,Poor
Swanand,17.0,Male,Rural,No,80.0,99.0,2.1,79,5.8,Poor
Rohit,16.0,Male,Rural,Yes,88.0,66.0,2.8,59,5.3,Poor
Tejas,19.0,Male,Urban,No,97.0,100.0,1.7,88,6.7,Poor
Shubham,16.0,Male,Rural,No,80.0,82.0,1.8,83,7.1,Poor
Rutuja,16.0,Female,Rural,Yes,76.0,71.0,3.2,71,5.4,Poor
Yash,17.0,Male,Rural,No,85.0,90.0,2.4,71,6.1,Average
Bhushan,19.0,Male,Rural,No,98.0,71.0,3.0,61,4.0,Poor
Sahil,19.0,Male,Rural,Yes,98.0,96.0,3.9,78,4.7,Poor
Anjali,18.0,Female,Urban,Yes,83.0,70.0,2.9,74,7.8,Average
Akash,20.0,Male,Urban,Yes,93.0,78.0,5.5,100,10.0,Good
Neha,19.0,Female,Urban,No,76.0,68.0,0.5,75,7.7,Poor
Sagar,17.0,Male,Urban,Yes,89.0,88.0,2.0,40,7.5,Average
Sayali,17.0,Female,Urban,Yes,65.0,81.0,2.2,96,9.9,Average
Priya,17.0,Female,Rural,No,71.0,92.0,2.1,75,10.0,Average
Omkar,18.0,Male,Urban,Yes,87.0,73.0,2.7,48,6.2,Average
Swanand,18.0,Male,Rural,No,74.0,85.0,1.7,63,6.9,Poor
Prachi,19.0,Female,Urban,No,88.0,98.0,5.0,90,5.9,Poor
Tejas,20.0,Male,Urban,Yes,90.0,87.0,1.9,80,8.0,Poor
Mrunal,16.0,Female,Rural,Yes,79.0,62.0,1.4,72,5.3,Poor
Rohit,17.0,Male,Urban,Yes,62.0,74.0,4.8,73,5.9,Poor
Chaitanya,17.0,Male,Urban,Yes,100.0,70.0,3.0,87,5.9,Poor
Kiran,20.0,Male,Urban,No,80.0,86.0,2.6,53,7.3,Average
Siddhi,18.0,Female,Rural,Yes,88.0,75.0,3.7,75,9.5,Average
Swanand,18.0,Male,Urban,Yes,71.0,80.0,2.9,87,7.0,Average
Mrunal,17.0,Female,Rural,No,65.0,73.0,2.7,76,7.5,Average
Swapnil,18.0,Male,Rural,Yes,92.0,83.0,3.1,80,8.2,Average
Snehal,16.0,Female,Rural,No,80.0,98.0,1.3,88,9.3,Poor
Vaibhav,17.0,Male,Rural,No,72.0,61.0,3.9,62,8.9,Average
Akash,18.0,Male,Urban,Yes,90.0,66.0,3.2,100,5.1,Poor
Rutuja,17.0,Female,Rural,No,75.0,60.0,4.3,57,4.3,Poor
Amol,17.0,Male,Rural,Yes,97.0,86.0,3.1,72,7.9,Average
Priya,18.0,Female,Rural,No,82.0,86.0,4.5,100,7.3,Average
Yash,18.0,Male,Rural,Yes,61.0,81.0,2.4,65,8.9,Average
Prathamesh,17.0,Male,Rural,No,95.0,99.0,1.6,70,5.7,Poor
Sayali,18.0,Female,Urban,No,77.0,65.0,0.5,54,7.6,Poor
Prathamesh,18.0,Male,Urban,Yes,72.0,74.0,3.8,89,8.5,Average
Pooja,16.0,Female,Rural,Yes,61.0,62.0,1.8,62,8.2,Poor
Yash,19.0,Male,Urban,Yes,91.0,82.0,3.8,72,4.0,Poor
Kiran,20.0,Male,Rural,Yes,61.0,76.0,3.9,63,7.4,Average
Prathamesh,20.0,Male,Rural,Yes,72.0,60.0,3.2,56,6.9,Average
Omkar,18.0,Male,Rural,Yes,80.0,79.0,2.1,98,4.7,Poor
Akash,17.0,Male,Rural,No,62.0,94.0,3.3,94,7.7,Average
Priya,18.0,Female,Urban,Yes,85.0,89.0,3.4,98,7.3,Average
Shubham,16.0,Male,Rural,No,65.0,66.0,4.1,86,8.9,Good
Sahil,19.0,Male,Urban,Yes,70.0,81.0,2.9,70,8.6,Average
Kiran,20.0,Male,Urban,No,69.0,60.0,3.8,68,6.0,Average
Swapnil,17.0,Male,Rural,Yes,63.0,100.0,3.4,41,4.7,Poor
Tanvi,17.0,Female,Rural,Yes,87.0,89.0,2.2,56,7.1,Average
Neha,20.0,Female,Rural,Yes,60.0,65.0,2.9,87,8.9,Average
Chaitanya,17.0,Male,Urban,No,83.0,90.0,4.2,86,7.5,Average
Anjali,16.0,Female,Rural,No,66.0,77.0,0.5,46,7.1,Poor
Neha,20.0,Female,Urban,Yes,93.0,72.0,2.7,63,9.1,Average
Triveni,17.0,Female,Rural,Yes,74.0,99.0,4.4,60,8.9,Good
Prachi,20.0,Female,Rural,Yes,80.0,62.0,3.0,76,5.3,Poor
Kiran,18.0,Male,Urban,Yes,78.0,73.0,2.5,88,6.7,Average
Omkar,16.0,Male,Rural,Yes,83.0,79.0,4.3,49,7.9,Average
Aishwarya,20.0,Female,Rural,Yes,79.0,96.0,2.2,88,5.2,Poor
Mrunal,20.0,Female,Urban,Yes,72.0,89.0,3.7,53,5.1,Poor
Kiran,18.0,Male,Rural,No,97.0,63.0,3.3,71,5.3,Poor
Sayali,19.0,Female,Urban,Yes,66.0,93.0,3.5,62,7.0,Average
Sahil,18.0,Male,Rural,No,67.0,85.0,1.5,91,4.7,Poor
Sanket,18.0,Male,Urban,Yes,76.0,98.0,3.7,84,6.3,Average
Nikita,16.0,Female,Rural,Yes,73.0,76.0,4.2,56,7.2,Average
Snehal,20.0,Female,Urban,Yes,69.0,75.0,2.8,93,9.1,Average
Saurabh,16.0,Male,Rural,Yes,75.0,75.0,2.7,75,4.7,Poor
Triveni,18.0,Female,Rural,Yes,88.0,95.0,3.6,72,6.9,Average
Bhushan,16.0,Male,Rural,Yes,92.0,77.0,4.3,51,6.2,Average
Bhushan,19.0,Male,Rural,Yes,99.0,90.0,2.0,69,7.6,Average
Tanvi,16.0,Female,Urban,Yes,63.0,98.0,2.4,88,9.4,Average
Rohit,17.0,Male,Urban,No,75.0,82.0,5.4,41,8.2,Good
Swapnil,17.0,Male,Urban,Yes,81.0,77.0,1.7,88,7.6,Poor
Shubham,16.0,Male,Rural,Yes,98.0,76.0,3.1,96,6.2,Average
Pooja,20.0,Female,Rural,Yes,60.0,73.0,2.8,70,8.1,Average
Sayali,17.0,Female,Rural,No,79.0,81.0,3.5,84,4.6,Poor
Sayali,18.0,Female,Urban,No,90.0,93.0,3.0,59,8.3,Average
Swapnil,20.0,Male,Urban,No,63.0,86.0,1.5,51,4.6,Poor
Rutuja,20.0,Female,Rural,Yes,81.0,96.0,4.5,66,7.9,Average
Sagar,19.0,Male,Urban,No,79.0,65.0,3.5,43,7.7,Average
Vaibhav,19.0,Male,Urban,No,80.0,90.0,3.0,70,7.0,Average
Anjali,16.0,Female,Rural,No,93.0,94.0,1.3,73,10.0,Poor
Swanand,17.0,Male,Rural,No,68.0,81.0,3.3,60,9.3,Average
Komal,20.0,Female,Urban,Yes,77.0,99.0,5.1,51,8.4,Good
Komal,17.0,Female,Rural,No,99.0,76.0,2.8,78,4.7,Poor
Sanjana,16.0,Female,Rural,No,60.0,87.0,5.1,64,8.0,Good
Sanket,18.0,Male,Urban,Yes,99.0,84.0,0.7,75,4.8,Poor
Omkar,17.0,Male,Urban,Yes,74.0,100.0,5.1,100,7.4,Average
Mayuri,18.0,Female,Rural,Yes,69.0,63.0,2.9,74,7.9,Average
Prachi,19.0,Female,Urban,No,70.0,81.0,3.5,82,6.7,Average
Swanand,19.0,Male,Urban,No,80.0,84.0,3.3,99,7.2,Average
Rutu,17.0,Female,Urban,No,92.0,100.0,2.0,45,8.0,Average
Nikita,19.0,Female,Urban,Yes,80.0,62.0,5.1,94,6.0,Average
Sahil,16.0,Male,Urban,No,61.0,73.0,3.1,94,7.7,Average
Rutu,18.0,Female,Urban,No,92.0,80.0,1.5,91,6.7,Poor
Amol,20.0,Male,Urban,Yes,99.0,74.0,2.8,87,10.0,Average
Yash,16.0,Male,Urban,No,89.0,62.0,2.9,79,8.3,Average
Aishwarya,18.0,Female,Rural,Yes,62.0,87.0,2.3,95,7.1,Average
Vaibhav,16.0,Male,Urban,No,85.0,91.0,2.4,85,6.7,Average
Rutu,18.0,Female,Rural,Yes,97.0,82.0,3.2,67,7.5,Average
Prathamesh,16.0,Male,Rural,Yes,88.0,74.0,2.2,82,8.3,Average
Sanket,20.0,Male,Rural,Yes,81.0,70.0,2.6,82,8.0,Average
Shubham,19.0,Male,Rural,No,89.0,94.0,4.1,99,6.1,Average
Snehal,18.0,Female,Rural,No,66.0,67.0,3.7,91,6.6,Average
Gaurav,19.0,Male,Urban,Yes,71.0,67.0,1.5,91,6.6,Poor
Akash,20.0,Male,Urban,No,70.0,67.0,5.5,93,7.7,Average
Prathamesh,18.0,Male,Urban,Yes,74.0,87.0,2.1,71,4.5,Poor
Siddhi,20.0,Female,Rural,No,83.0,98.0,2.1,55,7.2,Average
Prachi,20.0,Female,Rural,No,70.0,94.0,4.5,42,6.6,Average
Mayuri,20.0,Female,Rural,No,74.0,67.0,1.1,82,6.5,Poor
Rohit,18.0,Male,Urban,Yes,84.0,79.0,3.0,68,4.7,Poor
Neha,20.0,Female,Rural,Yes,98.0,82.0,0.5,41,6.3,Poor
Mrunal,17.0,Female,Rural,No,83.0,60.0,2.2,64,5.8,Poor
Mrunal,18.0,Female,Urban,Yes,91.0,100.0,2.8,54,9.2,Average
Tanvi,19.0,Female,Urban,Yes,99.0,67.0,4.9,73,4.3,Poor
Triveni,16.0,Female,Rural,No,75.0,66.0,3.5,58,10.0,Average
Prathamesh,18.0,Male,Rural,Yes,94.0,65.0,4.7,50,6.0,Average
Rutuja,16.0,Female,Rural,Yes,68.0,73.0,3.9,49,8.3,Average
Swapnil,19.0,Male,Urban,No,66.0,82.0,2.1,69,8.2,Average
Vaibhav,18.0,Male,Urban,Yes,99.0,93.0,1.7,69,8.0,Poor
Amit,16.0,Male,Rural,No,96.0,72.0,4.9,56,7.4,Average
Nikita,20.0,Female,Urban,Yes,97.0,79.0,2.8,59,5.3,Poor
Yash,17.0,Male,Rural,No,88.0,84.0,1.4,96,7.3,Poor
Yash,18.0,Male,Urban,Yes,98.0,60.0,2.2,74,5.6,Poor
Anjali,19.0,Female,Urban,No,92.0,61.0,4.1,63,7.6,Average
Komal,17.0,Female,Rural,No,99.0,60.0,2.5,76,4.9,Poor
Manasi,19.0,Female,Urban,No,88.0,63.0,3.5,40,5.6,Poor
Sanket,19.0,Male,Urban,Yes,64.0,74.0,1.7,100,8.2,Poor
Sahil,20.0,Male,Urban,Yes,81.0,97.0,3.8,62,6.2,Average
Shubham,17.0,Male,Urban,No,93.0,83.0,2.7,79,8.4,Average
Sagar,17.0,Male,Urban,Yes,92.0,90.0,4.0,44,7.5,Average
Swapnil,16.0,Male,Urban,Yes,64.0,68.0,4.0,62,9.4,Good
Sayali,19.0,Female,Rural,Yes,90.0,75.0,3.2,98,8.7,Average
Siddhi,17.0,Female,Urban,Yes,93.0,73.0,2.0,91,9.1,Average
Gaurav,18.0,Male,Urban,No,67.0,82.0,0.9,63,6.3,Poor
Swapnil,18.0,Male,Urban,No,70.0,95.0,3.3,47,6.4,Average
Akash,16.0,Male,Urban,Yes,77.0,70.0,2.2,65,6.6,Average
Nikita,18.0,Female,Rural,Yes,88.0,76.0,3.0,40,9.0,Average
Saurabh,18.0,Male,Rural,Yes,60.0,95.0,1.6,88,5.8,Poor
Yash,18.0,Male,Rural,Yes,70.0,89.0,6.0,45,6.5,Average
Pooja,17.0,Female,Rural,No,99.0,99.0,1.8,49,5.6,Poor
Chaitanya,17.0,Male,Rural,No,84.0,62.0,3.6,85,5.6,Poor
Rutu,17.0,Female,Urban,Yes,95.0,69.0,1.9,50,6.2,Poor
Siddhi,17.0,Female,Urban,Yes,74.0,99.0,3.1,85,6.9,Average
Rutu,20.0,Female,Urban,No,65.0,88.0,2.5,75,10.0,Average
Prachi,16.0,Female,Urban,No,68.0,70.0,3.7,71,9.9,Average
Rutuja,16.0,Female,Rural,No,62.0,73.0,2.9,67,6.6,Average
Amol,20.0,Male,Rural,No,69.0,92.0,4.0,41,7.6,Average
Prachi,20.0,Female,Urban,Yes,75.0,84.0,4.1,70,4.7,Poor
Nikita,18.0,Female,Rural,No,98.0,72.0,3.0,78,5.1,Poor
Nikita,18.0,Female,Urban,Yes,97.0,71.0,3.0,82,5.1,Poor
Manasi,16.0,Female,Urban,Yes,77.0,66.0,3.2,75,6.4,Average
Chaitanya,16.0,Male,Urban,No,85.0,81.0,2.1,81,8.3,Average
Akash,17.0,Male,Urban,No,95.0,78.0,1.7,58,4.6,Poor
Bhushan,18.0,Male,Urban,Yes,96.0,69.0,2.3,81,4.5,Poor
Mrunal,20.0,Female,Rural,No,63.0,76.0,4.9,56,7.1,Average
Nikita,16.0,Female,Urban,No,69.0,63.0,0.9,87,7.8,Poor
Sagar,20.0,Male,Rural,No,86.0,77.0,3.3,85,10.0,Average
Prathamesh,20.0,Male,Urban,No,81.0,77.0,3.6,61,8.9,Average
Sanjana,16.0,Female,Rural,Yes,67.0,84.0,1.1,87,7.8,Poor
Komal,18.0,Female,Rural,No,87.0,66.0,1.7,49,5.2,Poor
Mrunal,17.0,Female,Urban,Yes,76.0,75.0,2.2,77,8.0,Average
Shruti,19.0,Female,Urban,No,89.0,66.0,1.8,55,7.2,Poor
Chaitanya,20.0,Male,Urban,No,90.0,97.0,3.2,94,5.2,Poor
Amit,19.0,Male,Rural,No,69.0,69.0,4.1,54,7.7,Average
Swanand,17.0,Male,Urban,Yes,100.0,80.0,3.1,96,8.0,Average
Rutu,18.0,Female,Rural,No,86.0,89.0,4.1,52,5.7,Poor
Snehal,17.0,Female,Urban,No,64.0,90.0,0.5,92,5.5,Poor
Pooja,19.0,Female,Rural,No,84.0,96.0,3.5,51,8.6,Average
Komal,16.0,Female,Urban,Yes,64.0,74.0,4.7,77,6.7,Average
Prathamesh,18.0,Male,Urban,Yes,80.0,70.0,3.0,68,5.5,Poor
Bhushan,16.0,Male,Rural,Yes,67.0,87.0,1.9,71,7.6,Poor
Gaurav,20.0,Male,Rural,Yes,73.0,84.0,2.5,64,9.8,Average
Kiran,20.0,Male,Urban,Yes,62.0,73.0,2.1,63,6.1,Average
Prachi,18.0,Female,Rural,Yes,95.0,89.0,3.7,55,7.0,Average
Sayali,16.0,Female,Urban,No,68.0,88.0,3.2,67,5.9,Poor
Shubham,16.0,Male,Rural,Yes,84.0,60.0,2.3,100,6.1,Average
Sanjana,18.0,Female,Rural,No,87.0,64.0,3.0,82,8.0,Average
Triveni,17.0,Female,Urban,Yes,64.0,97.0,5.3,85,6.5,Average
Swanand,16.0,Male,Urban,No,95.0,100.0,2.5,96,8.1,Average
Yash,18.0,Male,Rural,No,80.0,77.0,1.1,90,4.6,Poor
Priya,18.0,Female,Rural,No,83.0,67.0,2.8,57,5.6,Poor
Shruti,17.0,Female,Rural,Yes,61.0,74.0,3.8,92,8.2,Average
Saurabh,16.0,Male,Rural,No,93.0,78.0,4.1,76,6.0,Average
Prathamesh,18.0,Male,Rural,Yes,97.0,64.0,3.6,100,7.0,Average
Gaurav,17.0,Male,Urban,No,91.0,93.0,2.4,90,7.5,Average
Prathamesh,17.0,Male,Urban,Yes,70.0,100.0,2.6,41,7.1,Average
Sahil,18.0,Male,Urban,No,70.0,93.0,3.5,59,4.0,Poor
Vaibhav,18.0,Male,Urban,Yes,65.0,63.0,2.5,59,6.6,Average
Pooja,20.0,Female,Urban,No,76.0,68.0,2.6,83,7.2,Average
Prathamesh,18.0,Male,Urban,Yes,68.0,83.0,3.2,91,5.5,Poor
Mayuri,18.0,Female,Urban,No,83.0,80.0,3.8,65,9.5,Average
Vaibhav,17.0,Male,Rural,Yes,96.0,93.0,2.5,84,4.0,Poor
Sayali,16.0,Female,Rural,Yes,99.0,93.0,4.1,84,9.5,Good
Kiran,16.0,Male,Rural,Yes,62.0,95.0,3.1,86,10.0,Average
Saurabh,20.0,Male,Rural,Yes,64.0,78.0,3.1,87,4.0,Poor
Triveni,16.0,Female,Rural,Yes,98.0,74.0,3.9,72,6.5,Average
Triveni,18.0,Female,Rural,Yes,90.0,100.0,3.4,41,8.2,Average
Amit,17.0,Male,Rural,Yes,75.0,60.0,5.6,93,7.9,Average
Anjali,17.0,Female,Urban,No,66.0,92.0,4.3,58,8.3,Good
Snehal,19.0,Female,Urban,No,70.0,93.0,1.5,71,7.1,Poor
Swapnil,16.0,Male,Rural,Yes,93.0,85.0,2.5,50,6.7,Average
Sahil,19.0,Male,Urban,Yes,76.0,84.0,1.5,67,5.6,Poor
Tejas,20.0,Male,Rural,Yes,71.0,92.0,3.4,57,7.6,Average
Swapnil,18.0,Male,Urban,No,84.0,96.0,2.9,54,8.6,Average
Priya,16.0,Female,Urban,Yes,93.0,94.0,3.1,42,4.7,Poor
Kiran,16.0,Male,Rural,No,61.0,92.0,3.1,83,9.1,Average
Prachi,20.0,Female,Rural,Yes,78.0,66.0,2.0,92,7.7,Average
Nikita,20.0,Female,Rural,Yes,79.0,81.0,3.9,57,6.3,Average
Nikita,18.0,Female,Urban,No,90.0,70.0,2.5,96,7.0,Average
Manasi,18.0,Female,Urban,No,87.0,66.0,4.1,55,7.3,Average
Priya,17.0,Female,Urban,Yes,69.0,77.0,4.9,59,6.5,Average
Sagar,18.0,Male,Rural,No,85.0,83.0,4.6,47,9.3,Good
Kiran,19.0,Male,Rural,No,70.0,81.0,4.0,61,4.8,Poor
Saurabh,20.0,Male,Urban,No,84.0,79.0,1.8,92,4.7,Poor
Chaitanya,18.0,Male,Urban,Yes,70.0,80.0,1.5,97,5.7,Poor
Triveni,18.0,Female,Rural,No,70.0,91.0,4.2,63,6.7,Average
Tejas,16.0,Male,Rural,No,66.0,75.0,4.1,63,5.7,Poor
Nikita,18.0,Female,Urban,No,64.0,91.0,4.2,86,8.4,Good
Chaitanya,17.0,Male,Urban,No,74.0,91.0,1.6,63,7.0,Poor
Mrunal,17.0,Female,Urban,Yes,82.0,66.0,1.5,51,9.4,Poor
Swanand,16.0,Male,Rural,No,67.0,77.0,5.7,49,5.0,Poor
Tanvi,17.0,Female,Rural,Yes,97.0,61.0,4.7,53,7.0,Average
Rutu,20.0,Female,Urban,Yes,61.0,99.0,1.7,44,7.8,Poor
Amit,17.0,Male,Urban,No,82.0,66.0,2.9,95,6.8,Average
