Name,Age,Gender,AreaOfLiving,ExtraCurricular,TenthMarks,TwelfthMarks,StudyHours,Attendance,PreviousCGPA,Performance
Sahil,18,Male,Rural,Yes,81,83,3.3,95,5.1,Poor
Sayali,20,Female,Urban,No,85,82,3.6,53,9.2,Average
Vaibhav,20,Male,Rural,Yes,77,73,1.8,93,7.3,Poor
Tejas,17,Male,Urban,Yes,83,85,3.3,65,6.4,Average
Siddhi,17,Female,Rural,No,99,61,1.1,93,6.8,Poor
Bhushan,19,Male,Urban,No,89,66,3.1,43,6.2,Average
Tanvi,16,Female,Rural,No,96,63,2.9,67,8.9,Average
Nikita,18,Female,Rural,No,60,87,2.0,78,6.1,Average
Kiran,16,Male,Urban,Yes,100,84,2.3,93,6.6,Average
Chaitanya,19,Male,Urban,Yes,91,85,3.7,44,5.3,Poor
Pooja,20,Female,Urban,No,98,60,2.4,59,8.2,Average
Triveni,17,Female,Urban,Yes,87,83,4.0,60,7.2,Average
Sayali,16,Female,Urban,Yes,89,100,2.4,96,7.2,Average
Manasi,18,Female,Rural,Yes,97,78,5.2,67,4.4,Poor
Swanand,19,Male,Rural,No,81,62,2.9,71,8.4,Average
Sanket,17,Male,Urban,No,65,71,3.4,59,8.6,Average
Mayuri,19,Female,Rural,No,62,94,5.4,84,7.2,Average
Siddhi,20,Female,Rural,No,90,88,5.0,81,5.1,Poor
Rohit,16,Male,Rural,Yes,92,71,1.8,73,8.0,Poor
Akash,19,Male,Rural,Yes,70,68,1.8,62,6.3,Poor
Sahil,19,Male,Rural,No,87,72,4.8,56,7.9,Average
Yash,19,Male,Rural,Yes,60,87,2.5,60,9.6,Average
Kiran,20,Male,Rural,No,75,63,1.6,84,6.5,Poor
Swapnil,16,Male,Urban,No,100,94,4.0,73,8.4,Good
Neha,18,Female,Rural,No,100,61,1.9,70,8.8,Poor
Bhushan,16,Male,Rural,Yes,70,72,3.1,78,7.7,Average
Sahil,16,Male,Urban,Yes,60,93,2.1,94,7.0,Average
Priya,17,Female,Rural,No,72,88,2.2,82,6.4,Average
Sahil,16,Male,Urban,Yes,70,70,3.3,93,4.0,Poor
Tejas,16,Male,Rural,No,89,82,3.1,73,6.0,Average
Snehal,17,Female,Rural,No,83,65,4.1,77,4.3,Poor
Rutuja,16,Female,Urban,Yes,67,86,3.2,63,9.4,Average
Shruti,19,Female,Rural,Yes,60,76,4.8,41,8.8,Good
Shruti,20,Female,Urban,No,93,80,4.2,100,6.0,Average
Kiran,18,Male,Urban,No,94,66,4.8,88,7.1,Average
Swapnil,16,Male,Rural,Yes,74,70,1.9,41,7.6,Poor
Akash,17,Male,Urban,Yes,95,87,2.5,47,5.6,Poor
Mrunal,19,Female,Rural,Yes,78,71,3.1,62,5.8,Poor
Pooja,16,Female,Urban,Yes,81,68,3.5,79,9.4,Average
Swapnil,20,Male,Urban,No,65,66,4.1,75,7.7,Average
Shruti,20,Female,Rural,Yes,72,86,3.4,50,6.9,Average
Sanjana,17,Female,Urban,No,98,93,2.8,85,6.8,Average
Sagar,19,Male,Rural,No,89,94,5.2,47,5.9,Poor
Rohit,18,Male,Urban,Yes,67,67,3.6,59,4.4,Poor
Chaitanya,16,Male,Urban,No,77,67,3.8,73,9.0,Average
Amit,18,Male,Urban,No,81,70,3.5,47,5.9,Poor
Mayuri,19,Female,Rural,No,98,99,2.5,72,5.7,Poor
Siddhi,18,Female,Urban,Yes,82,70,3.4,92,7.1,Average
Komal,20,Female,Urban,Yes,100,82,4.0,72,9.1,Good
Sahil,20,Male,Rural,No,84,80,4.5,48,4.6,Poor
Komal,19,Female,Rural,Yes,84,75,1.6,56,4.7,Poor
Amit,20,Male,Urban,Yes,96,84,4.3,75,7.4,Average
Siddhi,16,Female,Urban,Yes,100,81,2.5,89,6.5,Average
Snehal,17,Female,Urban,No,99,61,0.5,66,6.7,Poor
Shruti,17,Female,Urban,No,73,85,2.9,46,7.8,Average
Siddhi,20,Female,Rural,No,88,73,2.1,82,8.0,Average
Sahil,17,Male,Urban,No,85,70,3.5,50,8.0,Average
Shruti,17,Female,Urban,Yes,93,92,2.2,45,7.5,Average
Saurabh,18,Male,Rural,Yes,100,98,4.4,58,7.7,Average
Amol,19,Male,Urban,Yes,86,97,3.1,82,5.5,Poor
Chaitanya,16,Male,Rural,No,60,73,2.9,93,6.3,Average
Triveni,19,Female,Rural,Yes,86,98,3.2,43,4.4,Poor
Priya,18,Female,Urban,No,89,82,3.8,67,5.8,Poor
Neha,16,Female,Urban,Yes,94,61,4.6,96,7.2,Average
Shruti,17,Female,Urban,Yes,65,89,2.2,92,8.8,Average
Mrunal,17,Female,Urban,Yes,94,94,2.3,61,6.9,Average
Sanjana,20,Female,Urban,No,84,66,5.2,51,6.3,Average
Sayali,18,Female,Rural,No,90,76,2.2,78,5.2,Poor
Anjali,16,Female,Rural,Yes,69,99,3.0,58,5.2,Poor
Snehal,17,Female,Rural,Yes,73,82,2.5,41,5.2,Poor
Yash,20,Male,Urban,Yes,83,98,3.4,88,7.1,Average
Sanjana,16,Female,Rural,No,79,75,3.2,98,7.2,Average
Omkar,18,Male,Rural,No,86,98,2.0,74,8.4,Average
Amit,16,Male,Rural,Yes,74,77,0.5,95,8.2,Poor
Tejas,17,Male,Urban,No,79,67,3.4,58,6.3,Average
Tejas,18,Male,Rural,Yes,63,79,5.0,68,6.6,Average
Prathamesh,18,Male,Urban,Yes,99,100,3.4,66,6.9,Average
Akash,20,Male,Urban,Yes,91,65,2.1,88,5.4,Poor
Anjali,20,Female,Urban,No,71,68,5.6,84,8.3,Good
Swanand,20,Male,Urban,No,99,73,1.9,52,7.2,Poor
Prachi,20,Female,Urban,No,81,72,4.1,70,5.2,Poor
Rutuja,20,Female,Rural,Yes,89,60,3.1,82,5.6,Poor
Mayuri,16,Female,Urban,Yes,95,61,1.6,70,7.8,Poor
Rohit,19,Male,Rural,Yes,77,85,5.8,98,7.6,Average
Swapnil,20,Male,Urban,Yes,75,60,3.7,96,7.2,Average
Mrunal,17,Female,Rural,No,84,88,3.6,77,8.5,Average
Nikita,16,Female,Urban,No,85,61,3.6,46,5.6,Poor
Sayali,19,Female,Rural,No,74,84,4.8,58,10.0,Good
Neha,17,Female,Urban,Yes,62,84,2.5,65,5.7,Poor
Siddhi,16,Female,Urban,No,89,77,4.2,62,7.2,Average
Prathamesh,19,Male,Urban,No,98,84,3.2,79,8.2,Average
Komal,18,Female,Rural,Yes,96,68,3.1,95,9.1,Average
Tanvi,20,Female,Urban,Yes,68,84,2.6,78,4.8,Poor
Sagar,19,Male,Urban,No,75,69,4.3,91,7.3,Average
Omkar,20,Male,Rural,Yes,100,64,3.7,65,5.6,Poor
Mrunal,16,Female,Urban,Yes,63,89,3.8,56,6.4,Average
Anjali,16,Female,Urban,Yes,83,86,3.2,62,9.1,Average
Rutuja,18,Female,Urban,Yes,70,98,2.4,47,6.2,Average
Swanand,17,Male,Urban,No,66,76,3.1,86,8.5,Average
Mayuri,19,Female,Urban,No,98,61,2.8,70,6.8,Average
Prathamesh,16,Male,Urban,Yes,83,79,4.8,65,7.0,Average
Yash,19,Male,Rural,No,61,86,2.3,69,10.0,Average
Sagar,19,Male,Urban,Yes,72,69,2.3,98,7.8,Average
Vaibhav,20,Male,Rural,No,70,86,3.3,46,6.3,Average
Sanjana,18,Female,Rural,No,90,60,2.5,44,10.0,Average
Sayali,20,Female,Rural,Yes,60,97,2.1,79,6.0,Average
Sayali,16,Female,Rural,No,61,62,1.6,78,9.4,Poor
Sagar,17,Male,Rural,No,73,72,2.9,58,5.1,Poor
Sanket,17,Male,Rural,No,83,78,4.5,51,7.2,Average
Nikita,17,Female,Urban,Yes,65,100,3.0,82,6.0,Average
Prathamesh,19,Male,Urban,Yes,60,86,3.4,67,6.9,Average
Sahil,19,Male,Rural,No,85,94,3.4,54,7.0,Average
Amol,20,Male,Urban,Yes,65,62,1.5,54,5.0,Poor
Tanvi,16,Female,Urban,No,66,98,1.0,85,6.2,Poor
Saurabh,16,Male,Rural,Yes,72,87,4.1,65,7.1,Average
Vaibhav,20,Male,Rural,Yes,73,73,1.5,42,7.5,Poor
Sanket,20,Male,Urban,Yes,79,65,4.9,86,4.4,Poor
Yash,18,Male,Rural,Yes,82,94,3.9,51,7.5,Average
Swanand,19,Male,Rural,No,94,74,1.7,69,7.9,Poor
Nikita,17,Female,Rural,Yes,72,89,1.6,40,7.4,Poor
Swanand,20,Male,Rural,Yes,86,94,1.1,71,6.6,Poor
Manasi,20,Female,Rural,Yes,63,82,2.0,71,8.8,Average
Nikita,18,Female,Rural,No,61,100,3.4,55,4.2,Poor
Komal,17,Female,Rural,No,83,80,2.9,65,5.0,Poor
Kiran,17,Male,Rural,No,95,75,1.9,87,8.9,Poor
Tanvi,19,Female,Rural,Yes,79,92,1.5,94,9.7,Poor
Anjali,17,Female,Rural,Yes,60,76,2.8,57,8.1,Average
Komal,19,Female,Urban,Yes,97,60,2.7,49,4.0,Poor
Pooja,16,Female,Urban,Yes,90,77,2.4,57,7.0,Average
Aishwarya,16,Female,Urban,Yes,89,78,1.5,69,6.3,Poor
Prathamesh,19,Male,Rural,No,76,89,4.1,70,5.9,Poor
Sayali,20,Female,Rural,No,93,69,4.2,63,5.2,Poor
Komal,19,Female,Urban,No,93,76,3.7,85,9.6,Average
Yash,16,Male,Rural,Yes,92,97,2.8,63,6.5,Average
Chaitanya,19,Male,Rural,No,81,88,1.3,60,7.4,Poor
Nikita,19,Female,Rural,Yes,82,70,2.5,58,7.1,Average
Omkar,20,Male,Urban,No,80,90,5.7,59,7.6,Average
Mayuri,17,Female,Urban,No,93,61,2.6,75,4.6,Poor
Sahil,17,Male,Rural,No,77,60,4.3,80,8.7,Good
Sagar,16,Male,Rural,No,72,89,2.9,77,7.0,Average
Triveni,17,Female,Rural,No,94,73,2.2,71,7.3,Average
Amol,16,Male,Urban,No,86,90,2.7,41,4.2,Poor
Vaibhav,19,Male,Rural,No,87,97,3.0,86,5.9,Poor
Anjali,19,Female,Rural,Yes,86,65,5.3,56,5.9,Poor
Nikita,19,Female,Urban,Yes,98,62,3.4,96,7.1,Average
Sahil,17,Male,Urban,No,65,85,3.0,89,7.1,Average
Sagar,16,Male,Urban,Yes,88,69,3.3,68,8.3,Average
Prathamesh,16,Male,Rural,Yes,82,79,2.7,78,5.6,Poor
Nikita,17,Female,Urban,Yes,63,77,2.0,81,7.8,Average
Chaitanya,18,Male,Rural,Yes,90,73,3.6,97,5.2,Poor
Anjali,19,Female,Rural,Yes,63,63,3.7,69,7.0,Average
Sanjana,17,Female,Urban,No,64,91,3.5,46,6.0,Average
Tanvi,17,Female,Rural,No,68,82,3.0,75,8.3,Average
Manasi,17,Female,Urban,No,78,100,4.0,84,9.7,Good
Tejas,18,Male,Rural,Yes,69,79,3.3,50,5.8,Poor
Mayuri,18,Female,Urban,Yes,82,83,2.9,96,7.8,Average
Siddhi,20,Female,Rural,No,83,90,1.7,69,9.1,Poor
Akash,20,Male,Rural,No,89,71,3.8,79,6.6,Average
Tanvi,17,Female,Rural,No,88,97,2.9,96,7.4,Average
Omkar,18,Male,Urban,Yes,60,85,3.8,60,8.1,Average
Sagar,19,Male,Rural,Yes,83,60,1.6,100,4.6,Poor
Pooja,20,Female,Rural,No,84,73,2.1,72,7.8,Average
Snehal,16,Female,Rural,Yes,61,94,2.4,78,4.7,Poor
Mrunal,20,Female,Urban,Yes,70,71,2.8,64,6.9,Average
Akash,17,Male,Urban,Yes,86,72,2.1,61,6.8,Average
Swapnil,18,Male,Urban,Yes,83,92,4.6,86,9.2,Good
Sahil,20,Male,Urban,No,86,86,4.3,75,9.0,Good
Rutu,18,Female,Urban,No,82,89,4.3,94,4.4,Poor
Prathamesh,19,Male,Urban,Yes,79,64,3.0,58,6.7,Average
Amit,19,Male,Rural,Yes,66,99,4.0,84,7.3,Average
Mayuri,18,Female,Urban,Yes,100,97,1.6,98,8.6,Poor
Chaitanya,20,Male,Urban,No,83,85,1.4,47,7.3,Poor
Bhushan,18,Male,Urban,Yes,60,64,4.2,72,6.4,Average
Bhushan,17,Male,Urban,Yes,77,90,1.8,54,6.0,Poor
Saurabh,17,Male,Urban,Yes,86,63,2.4,68,9.0,Average
Shubham,17,Male,Urban,No,76,94,1.9,63,5.1,Poor
Amol,16,Male,Rural,No,75,88,4.5,57,6.0,Average
Akash,17,Male,Rural,Yes,68,77,3.5,41,10.0,Average
Triveni,19,Female,Rural,No,85,81,4.4,89,6.7,Average
Mayuri,18,Female,Rural,No,89,69,4.6,41,8.3,Good
Swanand,20,Male,Rural,No,64,61,3.8,83,7.8,Average
Sanket,18,Male,Urban,No,67,75,1.2,51,9.3,Poor
Komal,18,Female,Urban,Yes,99,99,3.0,53,5.0,Poor
Anjali,20,Female,Urban,Yes,81,99,3.6,88,8.8,Average
Tanvi,16,Female,Urban,No,87,94,4.0,94,4.6,Poor
Amit,18,Male,Urban,No,66,76,1.9,88,10.0,Poor
Rohit,20,Male,Rural,No,67,62,3.5,95,5.3,Poor
Yash,19,Male,Urban,No,89,61,1.5,58,8.7,Poor
Komal,19,Female,Urban,Yes,98,62,3.0,74,5.6,Poor
Swapnil,18,Male,Rural,No,95,80,0.9,59,8.0,Poor
Snehal,17,Female,Rural,No,92,73,5.0,46,6.7,Average
Pooja,17,Female,Rural,Yes,69,77,5.0,52,4.8,Poor
Swanand,20,Male,Urban,No,85,85,3.4,88,8.4,Average
Amit,17,Male,Rural,No,82,66,1.3,45,5.8,Poor
Chaitanya,20,Male,Rural,Yes,75,69,0.8,91,7.5,Poor
Shubham,20,Male,Urban,Yes,69,94,2.9,87,6.8,Average
Bhushan,18,Male,Urban,No,98,83,2.7,60,7.0,Average
Sayali,19,Female,Urban,Yes,90,77,2.4,74,6.2,Average
Sagar,20,Male,Urban,Yes,62,70,5.2,76,6.6,Average
Saurabh,19,Male,Rural,Yes,74,86,2.7,49,5.6,Poor
Komal,20,Female,Urban,No,72,91,1.8,41,6.5,Poor
Gaurav,19,Male,Urban,Yes,84,65,1.5,51,7.6,Poor
Tejas,18,Male,Rural,No,91,92,4.4,44,6.8,Average
Mrunal,18,Female,Rural,Yes,71,79,1.7,45,5.1,Poor
Manasi,19,Female,Rural,No,83,98,1.4,64,7.0,Poor
Nikita,17,Female,Urban,Yes,97,78,4.2,75,5.0,Poor
Vaibhav,18,Male,Urban,No,73,100,2.2,79,7.1,Average
Sayali,18,Female,Rural,Yes,97,100,4.4,57,5.4,Poor
Swapnil,16,Male,Rural,Yes,75,69,4.4,82,6.9,Average
Mayuri,17,Female,Rural,Yes,89,74,2.5,69,6.4,Average
Sagar,17,Male,Rural,Yes,85,84,4.1,87,7.3,Average
Bhushan,16,Male,Urban,No,84,73,4.4,51,7.5,Average
Saurabh,19,Male,Rural,Yes,84,89,1.9,82,8.2,Poor
Amit,16,Male,Rural,Yes,86,87,3.0,41,10.0,Average
Triveni,20,Female,Rural,No,74,89,3.0,95,8.3,Average
Snehal,18,Female,Rural,No,91,70,4.2,56,9.1,Good
Sanjana,20,Female,Rural,Yes,78,84,4.3,58,10.0,Good
Manasi,20,Female,Rural,Yes,86,62,2.2,62,6.3,Average
Vaibhav,16,Male,Rural,No,61,86,4.0,63,7.3,Average
Chaitanya,18,Male,Rural,No,89,93,2.4,84,8.3,Average
Swapnil,20,Male,Urban,No,77,61,0.6,56,5.7,Poor
Saurabh,18,Male,Urban,No,62,70,2.9,64,5.0,Poor
Mrunal,20,Female,Urban,Yes,63,70,2.2,70,9.9,Average
Kiran,16,Male,Rural,Yes,64,98,2.5,89,6.8,Average
Gaurav,17,Male,Rural,Yes,95,80,5.2,53,7.0,Average
Shruti,16,Female,Urban,Yes,76,90,3.7,82,5.8,Poor
Amol,18,Male,Rural,Yes,61,85,0.8,79,5.6,Poor
Shruti,17,Female,Urban,Yes,71,60,1.5,69,8.9,Poor
Siddhi,16,Female,Rural,Yes,63,84,4.1,49,5.2,Poor
Anjali,17,Female,Rural,Yes,60,91,2.2,66,8.2,Average
Swanand,18,Male,Rural,Yes,94,72,5.4,73,6.5,Average
Mayuri,16,Female,Urban,Yes,87,61,3.3,47,6.5,Average
Aishwarya,20,Female,Rural,No,88,98,3.1,78,4.4,Poor
Aishwarya,20,Female,Urban,No,82,72,3.9,66,6.1,Average
Sagar,17,Male,Rural,No,68,65,3.5,51,7.0,Average
Nikita,19,Female,Urban,Yes,76,78,2.1,67,7.0,Average
Prathamesh,19,Male,Urban,Yes,82,100,0.5,79,7.8,Poor
Yash,19,Male,Urban,No,99,91,4.3,88,7.3,Average
Priya,20,Female,Rural,Yes,62,82,3.8,64,6.1,Average
Gaurav,17,Male,Rural,No,78,71,1.6,76,7.5,Poor
Sagar,17,Male,Urban,Yes,99,80,4.4,97,4.2,Poor
Mrunal,16,Female,Rural,No,63,88,4.6,77,5.7,Poor
Anjali,18,Female,Urban,No,85,84,2.0,85,5.9,Poor
Omkar,20,Male,Rural,No,81,79,3.2,87,4.1,Poor
Priya,17,Female,Urban,No,80,62,4.3,97,9.2,Good
Kiran,19,Male,Rural,No,83,100,3.0,75,7.8,Average
Aishwarya,17,Female,Rural,Yes,90,70,3.2,71,8.1,Average
Shubham,19,Male,Rural,Yes,99,83,2.5,92,6.9,Average
Siddhi,17,Female,Rural,No,84,94,3.9,78,5.2,Poor
Amit,19,Male,Urban,No,99,60,5.5,55,6.2,Average
Amit,18,Male,Rural,No,67,80,5.2,67,6.4,Average
Sagar,20,Male,Rural,No,97,93,2.9,43,8.7,Average
Prathamesh,18,Male,Rural,No,89,72,2.4,49,6.7,Average
Pooja,18,Female,Rural,Yes,81,99,3.7,100,4.0,Poor
Tanvi,17,Female,Urban,Yes,65,74,0.5,69,6.1,Poor
Gaurav,19,Male,Rural,Yes,60,98,1.8,86,7.6,Poor
Prachi,19,Female,Rural,Yes,91,69,2.9,59,8.4,Average
Akash,18,Male,Rural,Yes,68,90,0.7,68,7.1,Poor
Shruti,16,Female,Rural,Yes,70,78,2.0,83,5.9,Poor
Siddhi,18,Female,Rural,Yes,83,89,3.0,40,6.3,Average
Sayali,17,Female,Urban,Yes,75,67,2.3,66,9.7,Average
Tejas,16,Male,Rural,Yes,83,89,3.1,78,5.4,Poor
Prathamesh,16,Male,Rural,No,74,95,2.4,55,7.1,Average
Tanvi,17,Female,Rural,No,69,93,3.7,42,7.8,Average
Sanket,16,Male,Urban,No,61,67,2.5,44,7.1,Average
Shruti,19,Female,Urban,Yes,97,86,3.2,87,5.1,Poor
Anjali,17,Female,Urban,No,72,78,4.3,91,10.0,Good
Prachi,16,Female,Rural,Yes,82,69,0.8,99,7.8,Poor
Prachi,20,Female,Rural,No,73,69,3.5,92,4.6,Poor
Prachi,16,Female,Rural,Yes,79,72,3.0,55,8.0,Average
Neha,17,Female,Rural,No,80,89,2.7,59,4.1,Poor
Kiran,16,Male,Rural,No,68,97,1.1,87,6.6,Poor
Shruti,16,Female,Urban,Yes,90,84,4.3,82,8.7,Good
Sagar,18,Male,Urban,No,83,71,4.6,59,10.0,Good
Priya,16,Female,Rural,Yes,70,72,4.3,43,4.7,Poor
Rohit,19,Male,Rural,Yes,83,100,3.5,93,6.1,Average
Shruti,20,Female,Urban,Yes,88,81,2.4,81,4.0,Poor
Priya,19,Female,Urban,No,73,86,2.2,52,6.2,Average
Tejas,18,Male,Urban,Yes,90,92,1.8,48,8.8,Poor
Sanket,20,Male,Urban,No,62,89,3.7,41,7.0,Average
Rutuja,20,Female,Urban,No,61,85,0.5,60,8.6,Poor
Snehal,20,Female,Rural,Yes,95,88,2.0,57,9.8,Average
Vaibhav,20,Male,Rural,Yes,87,92,2.4,67,7.6,Average
Swanand,18,Male,Rural,Yes,70,75,2.1,87,8.6,Average
Anjali,19,Female,Rural,No,93,74,2.1,60,5.7,Poor
Manasi,17,Female,Rural,Yes,95,89,1.6,80,4.3,Poor
Tejas,19,Male,Urban,Yes,99,77,3.2,88,5.7,Poor
Sagar,17,Male,Rural,Yes,75,83,1.9,50,9.5,Poor
Omkar,20,Male,Urban,No,94,98,3.4,40,5.2,Poor
Chaitanya,16,Male,Rural,Yes,98,73,1.9,45,7.1,Poor
Amit,19,Male,Rural,No,84,85,5.3,98,4.0,Poor
Pooja,16,Female,Urban,No,90,63,2.1,77,5.7,Poor
Tanvi,19,Female,Urban,No,71,97,0.6,84,6.0,Poor
Shruti,19,Female,Urban,No,62,76,3.3,88,8.2,Average
Shruti,16,Female,Rural,No,68,90,3.6,94,7.6,Average
Kiran,16,Male,Rural,Yes,74,74,3.3,89,8.3,Average
Sagar,17,Male,Urban,Yes,62,74,4.2,51,7.7,Average
Chaitanya,20,Male,Rural,No,66,64,3.8,40,6.5,Average
Swapnil,16,Male,Rural,No,70,99,1.9,75,6.6,Poor
Prachi,20,Female,Rural,No,87,88,2.5,68,6.8,Average
Triveni,16,Female,Urban,Yes,72,80,3.3,68,9.2,Average
Aishwarya,19,Female,Urban,No,75,99,4.5,81,8.0,Good
Shruti,18,Female,Rural,No,84,93,2.1,85,9.2,Average
Swanand,17,Male,Urban,Yes,71,92,3.0,44,8.2,Average
Saurabh,17,Male,Rural,Yes,83,63,2.6,44,5.9,Poor
Amol,18,Male,Urban,Yes,89,71,5.7,69,4.3,Poor
Rutuja,18,Female,Urban,Yes,100,93,2.6,51,6.6,Average
Snehal,19,Female,Rural,Yes,77,78,3.5,86,8.0,Average
Priya,17,Female,Rural,No,82,65,3.1,71,7.7,Average
Amit,16,Male,Rural,No,76,93,2.2,78,5.2,Poor
Snehal,20,Female,Urban,Yes,77,78,2.3,97,7.2,Average
Chaitanya,19,Male,Urban,No,63,91,3.3,95,7.4,Average
Omkar,17,Male,Urban,Yes,82,95,1.1,67,6.5,Poor
Pooja,18,Female,Urban,No,89,100,4.2,74,6.2,Average
Priya,16,Female,Urban,No,77,63,4.2,81,7.1,Average
Rutuja,19,Female,Urban,Yes,71,81,4.1,51,7.8,Average
Siddhi,20,Female,Urban,No,88,69,1.8,80,6.3,Poor
Tanvi,20,Female,Urban,No,79,78,3.1,49,5.0,Poor
Rutu,18,Female,Urban,Yes,98,80,3.2,99,7.3,Average
Kiran,17,Male,Urban,Yes,64,74,3.6,85,7.8,Average
Rutuja,17,Female,Urban,Yes,97,65,2.5,43,7.1,Average
Chaitanya,19,Male,Rural,Yes,98,96,2.4,72,6.7,Average
Prachi,19,Female,Urban,No,100,81,2.9,42,5.9,Poor
Swapnil,18,Male,Urban,Yes,66,82,2.5,54,7.0,Average
Kiran,18,Male,Rural,No,69,80,3.4,83,7.5,Average
Amit,17,Male,Rural,Yes,78,68,2.6,67,7.6,Average
Pooja,19,Female,Urban,No,65,74,2.7,83,8.9,Average
Swanand,18,Male,Urban,No,73,83,2.1,82,4.3,Poor
Triveni,16,Female,Urban,Yes,98,77,5.4,57,7.3,Average
Chaitanya,19,Male,Rural,Yes,60,61,4.0,53,5.6,Poor
Triveni,18,Female,Urban,No,80,78,3.8,64,6.9,Average
Sagar,18,Male,Rural,Yes,81,67,4.7,78,4.0,Poor
Rutu,17,Female,Urban,Yes,77,92,2.8,55,8.8,Average
Nikita,20,Female,Urban,Yes,86,93,1.9,56,6.4,Poor
Omkar,19,Male,Urban,No,66,79,2.3,96,8.6,Average
Tejas,20,Male,Urban,Yes,88,93,2.2,90,7.3,Average
Swapnil,19,Male,Urban,No,64,66,3.0,59,6.3,Average
Komal,17,Female,Rural,Yes,67,63,2.0,86,7.9,Average
Saurabh,18,Male,Urban,No,72,65,2.6,59,6.9,Average
Omkar,16,Male,Rural,No,76,84,1.6,72,7.3,Poor
Rutuja,18,Female,Urban,Yes,91,77,2.3,75,8.9,Average
Rutuja,18,Female,Urban,No,66,83,1.9,52,7.4,Poor
Amol,18,Male,Urban,Yes,66,81,3.6,95,8.5,Average
Prachi,16,Female,Rural,No,80,92,4.8,96,7.1,Average
Sayali,17,Female,Rural,Yes,87,61,3.7,90,4.8,Poor
Rohit,20,Male,Urban,Yes,85,98,1.8,46,9.4,Poor
Priya,16,Female,Urban,Yes,99,67,0.7,64,8.2,Poor
Siddhi,17,Female,Urban,Yes,89,78,1.2,96,6.8,Poor
Omkar,18,Male,Rural,No,66,98,4.1,40,8.4,Good
Chaitanya,19,Male,Urban,No,95,94,2.9,43,7.4,Average
Swapnil,16,Male,Urban,Yes,62,63,3.2,77,7.8,Average
Sanket,20,Male,Rural,Yes,72,99,2.9,40,7.4,Average
Swapnil,20,Male,Rural,Yes,79,97,1.9,81,6.7,Poor
Akash,20,Male,Rural,No,89,84,3.5,90,5.8,Poor
Swanand,17,Male,Rural,No,70,86,3.6,40,8.9,Average
Siddhi,18,Female,Urban,Yes,76,67,2.9,86,4.6,Poor
Sanjana,18,Female,Rural,No,66,74,4.8,73,10.0,Good
Siddhi,17,Female,Rural,Yes,60,78,0.7,51,6.9,Poor
Rutuja,19,Female,Urban,No,81,70,4.6,87,4.3,Poor
Akash,18,Male,Rural,Yes,79,79,1.7,72,5.8,Poor
Snehal,17,Female,Urban,No,72,70,1.9,93,6.6,Poor
Mrunal,20,Female,Rural,No,71,78,2.8,76,9.1,Average
Tejas,20,Male,Rural,No,75,76,2.8,47,8.6,Average
Siddhi,17,Female,Urban,No,94,74,3.4,48,6.0,Average
Omkar,17,Male,Urban,Yes,67,98,2.0,90,7.1,Average
Swanand,17,Male,Urban,No,61,64,4.0,85,8.9,Good
Rohit,20,Male,Rural,Yes,75,96,1.2,78,7.7,Poor
Rutu,19,Female,Urban,No,64,99,1.7,84,6.3,Poor
Omkar,20,Male,Rural,No,100,91,2.8,77,7.4,Average
Anjali,18,Female,Urban,Yes,93,78,3.4,49,7.4,Average
Sahil,17,Male,Rural,Yes,96,75,3.0,54,9.0,Average
Amol,17,Male,Rural,No,86,85,2.0,83,7.6,Average
Sayali,20,Female,Rural,No,64,69,3.4,81,6.6,Average
Swanand,18,Male,Rural,No,82,68,2.2,55,7.5,Average
Chaitanya,16,Male,Urban,No,83,87,4.8,43,6.3,Average
Amit,17,Male,Urban,Yes,87,86,1.4,66,7.0,Poor
Gaurav,16,Male,Urban,No,83,78,4.4,44,5.6,Poor
Sahil,16,Male,Urban,Yes,86,61,2.2,67,4.0,Poor
Sahil,17,Male,Rural,No,82,76,4.1,55,7.3,Average
Nikita,18,Female,Urban,Yes,61,84,2.5,68,10.0,Average
Rutu,19,Female,Rural,No,80,62,1.1,64,6.8,Poor
Prachi,19,Female,Urban,Yes,71,91,4.1,82,7.4,Average
Sanket,18,Male,Rural,No,94,84,1.6,43,7.2,Poor
Anjali,18,Female,Urban,Yes,78,79,4.3,55,6.5,Average
Gaurav,17,Male,Rural,Yes,97,79,5.1,87,6.0,Average
Mayuri,18,Female,Urban,Yes,64,94,1.3,80,8.0,Poor
Triveni,18,Female,Urban,Yes,81,90,3.3,91,4.7,Poor
Nikita,18,Female,Urban,Yes,95,93,3.6,41,8.7,Average
Prathamesh,17,Male,Rural,No,94,65,4.3,49,6.8,Average
Shruti,19,Female,Urban,No,79,99,1.8,90,9.0,Poor
Manasi,16,Female,Urban,Yes,80,76,1.5,52,5.5,Poor
Sahil,19,Male,Urban,Yes,71,70,4.4,46,7.3,Average
Snehal,18,Female,Urban,Yes,84,83,2.1,55,6.4,Average
Siddhi,17,Female,Rural,Yes,81,65,2.6,90,5.3,Poor
Tejas,16,Male,Urban,No,68,60,3.3,95,5.2,Poor
Nikita,17,Female,Rural,Yes,75,62,5.5,45,7.8,Average
Neha,18,Female,Urban,No,71,100,3.2,89,9.8,Average
Amit,18,Male,Urban,Yes,77,68,2.5,87,9.3,Average
Sagar,17,Male,Rural,No,100,68,3.0,99,7.9,Average
Yash,18,Male,Rural,Yes,87,63,3.1,79,9.5,Average
Siddhi,16,Female,Urban,No,85,77,2.4,53,8.2,Average
